Season,G,Game_Date,Game_Day,Type,Where,Opponent_School,Opponent_Ranking,Conf,Result,Tm,Opp,OT,W,L,Streak,Arena
2003,21,2003-02-15,Sat,REG,A,Virginia,NA,ACC,W,78,59,NA,17,4,W 1,University Hall
2003,22,2003-02-19,Wed,REG,H,Maryland,13,ACC,W,75,70,NA,18,4,W 2,Cameron Indoor Stadium
2003,23,2003-02-22,Sat,REG,H,North Carolina State,NA,ACC,W,79,68,NA,19,4,W 3,Cameron Indoor Stadium
2003,24,2003-02-26,Wed,REG,A,Georgia Tech,NA,ACC,W,77,58,NA,20,4,W 4,Alexander Memorial Coliseum
2003,25,2003-03-02,Sun,REG,A,St. John's,NA,Big East,L,71,72,NA,20,5,L 1,Madison Square Garden (IV)
2003,26,2003-03-06,Thu,REG,H,Florida State,NA,ACC,W,72,56,NA,21,5,W 1,Cameron Indoor Stadium
2003,27,2003-03-09,Sun,REG,A,North Carolina,NA,ACC,L,79,82,NA,21,6,L 1,Dean Smith Center
2003,28,2003-03-14,Fri,CTOURN,N,Virginia,NA,ACC,W,83,76,NA,22,6,W 1,Greensboro Coliseum
2003,29,2003-03-15,Sat,CTOURN,N,North Carolina,NA,ACC,W,75,63,NA,23,6,W 2,Greensboro Coliseum
2003,30,2003-03-16,Sun,CTOURN,N,North Carolina State,NA,ACC,W,84,77,NA,24,6,W 3,Greensboro Coliseum
2003,31,2003-03-20,Thu,NCAA,N,Colorado State,NA,MWC,W,67,57,NA,25,6,W 4,NA
2003,32,2003-03-22,Sat,NCAA,N,Central Michigan,NA,MAC,W,86,60,NA,26,6,W 5,NA
2003,33,2003-03-27,Thu,NCAA,N,Kansas,6,Big 12,L,65,69,NA,26,7,L 1,NA
2004,1,2003-11-22,Sat,REG,H,Detroit Mercy,NA,Horizon,W,67,56,NA,1,0,W 1,Cameron Indoor Stadium
2004,2,2003-11-27,Thu,REG,N,Pacific,NA,Big West,W,82,69,NA,2,0,W 2,Sullivan Arena
2004,3,2003-11-28,Fri,REG,N,Liberty,NA,Big South,W,76,47,NA,3,0,W 3,Sullivan Arena
2004,4,2003-11-29,Sat,REG,N,Purdue,NA,Big Ten,L,68,78,NA,3,1,L 1,Sullivan Arena
2004,5,2003-12-03,Wed,REG,A,Michigan State,5,Big Ten,W,72,50,NA,4,1,W 1,Breslin Events Center
2004,6,2003-12-06,Sat,REG,H,St. John's,NA,Big East,W,79,58,NA,5,1,W 2,Cameron Indoor Stadium
2004,7,2003-12-14,Sun,REG,H,Portland,NA,WCC,W,84,43,NA,6,1,W 3,Cameron Indoor Stadium
2004,8,2003-12-17,Wed,REG,H,Princeton,NA,Ivy,W,69,51,NA,7,1,W 4,Cameron Indoor Stadium
2004,9,2003-12-20,Sat,REG,N,Texas,11,Big 12,W,89,61,NA,8,1,W 5,Madison Square Garden (IV)
2004,10,2003-12-29,Mon,REG,H,Davidson,NA,Southern,W,88,54,NA,9,1,W 6,Cameron Indoor Stadium
2004,11,2004-01-03,Sat,REG,A,Clemson,NA,ACC,W,73,54,NA,10,1,W 7,Littlejohn Coliseum
2004,12,2004-01-06,Tue,REG,H,Fairfield,NA,MAAC,W,99,58,NA,11,1,W 8,Cameron Indoor Stadium
2004,13,2004-01-11,Sun,REG,A,Virginia,NA,ACC,W,93,71,NA,12,1,W 9,University Hall
2004,14,2004-01-15,Thu,REG,H,North Carolina State,NA,ACC,W,76,57,NA,13,1,W 10,Cameron Indoor Stadium
2004,15,2004-01-17,Sat,REG,H,Wake Forest,4,ACC,W,84,72,NA,14,1,W 11,Cameron Indoor Stadium
2004,16,2004-01-21,Wed,REG,A,Maryland,NA,ACC,W,68,60,NA,15,1,W 12,Comcast Center
2004,17,2004-01-24,Sat,REG,A,Georgetown,NA,Big East,W,85,66,NA,16,1,W 13,Verizon Center
2004,18,2004-01-29,Thu,REG,H,Florida State,NA,ACC,W,56,49,NA,17,1,W 14,Cameron Indoor Stadium
2004,19,2004-01-31,Sat,REG,A,Georgia Tech,14,ACC,W,82,74,NA,18,1,W 15,Alexander Memorial Coliseum
2004,20,2004-02-05,Thu,REG,A,North Carolina,17,ACC,W,83,81,OT,19,1,W 16,Dean Smith Center
2004,21,2004-02-08,Sun,REG,H,Clemson,NA,ACC,W,81,55,NA,20,1,W 17,Cameron Indoor Stadium
2004,22,2004-02-11,Wed,REG,H,Virginia,NA,ACC,W,93,75,NA,21,1,W 18,Cameron Indoor Stadium
2004,23,2004-02-15,Sun,REG,A,North Carolina State,21,ACC,L,74,78,NA,21,2,L 1,RBC Center
2004,24,2004-02-18,Wed,REG,A,Wake Forest,15,ACC,L,84,90,NA,21,3,L 2,Lawrence Joel Coliseum
2004,25,2004-02-22,Sun,REG,H,Maryland,NA,ACC,W,86,63,NA,22,3,W 1,Cameron Indoor Stadium
2004,26,2004-02-26,Thu,REG,H,Valparaiso,NA,Mid-Cont,W,97,63,NA,23,3,W 2,Cameron Indoor Stadium
2004,27,2004-02-29,Sun,REG,A,Florida State,NA,ACC,W,70,65,NA,24,3,W 3,Donald L. Tucker Center
2004,28,2004-03-03,Wed,REG,H,Georgia Tech,19,ACC,L,68,76,NA,24,4,L 1,Cameron Indoor Stadium
2004,29,2004-03-06,Sat,REG,H,North Carolina,14,ACC,W,70,65,NA,25,4,W 1,Cameron Indoor Stadium
2004,30,2004-03-12,Fri,CTOURN,N,Virginia,NA,ACC,W,84,74,NA,26,4,W 2,Greensboro Coliseum
2004,31,2004-03-13,Sat,CTOURN,N,Georgia Tech,14,ACC,W,85,71,NA,27,4,W 3,Greensboro Coliseum
2004,32,2004-03-14,Sun,CTOURN,N,Maryland,NA,ACC,L,87,95,OT,27,5,L 1,Greensboro Coliseum
2004,33,2004-03-18,Thu,NCAA,N,Alabama State,NA,SWAC,W,96,61,NA,28,5,W 1,NA
2004,34,2004-03-20,Sat,NCAA,N,Seton Hall,NA,Big East,W,90,62,NA,29,5,W 2,RBC Center
2004,35,2004-03-26,Fri,NCAA,N,Illinois,13,Big Ten,W,72,62,NA,30,5,W 3,Georgia Dome
2004,36,2004-03-28,Sun,NCAA,N,Xavier,NA,A-10,W,66,63,NA,31,5,W 4,Georgia Dome
2004,37,2004-04-03,Sat,NCAA,N,Connecticut,7,Big East,L,78,79,NA,31,6,L 1,NA
2005,1,2004-11-20,Sat,REG,H,Tennessee-Martin,NA,OVC,W,88,46,NA,1,0,W 1,Cameron Indoor Stadium
2005,2,2004-11-22,Mon,REG,N,Davidson,NA,Southern,W,74,61,NA,2,0,W 2,Bojangles Coliseum
2005,3,2004-11-27,Sat,REG,H,North Carolina-Greensboro,NA,Southern,W,98,44,NA,3,0,W 3,Cameron Indoor Stadium
2005,4,2004-11-30,Tue,REG,H,Michigan State,11,Big Ten,W,81,74,NA,4,0,W 4,Cameron Indoor Stadium
2005,5,2004-12-04,Sat,REG,N,Valparaiso,NA,Mid-Cont,W,93,61,NA,5,0,W 5,United Center
2005,6,2004-12-12,Sun,REG,H,Toledo,NA,MAC,W,82,54,NA,6,0,W 6,Cameron Indoor Stadium
2005,7,2004-12-14,Tue,REG,H,Illinois-Chicago,NA,Horizon,W,88,55,NA,7,0,W 7,Cameron Indoor Stadium
2005,8,2004-12-18,Sat,REG,N,Oklahoma,NA,Big 12,W,78,67,NA,8,0,W 8,Madison Square Garden (IV)
2005,9,2005-01-02,Sun,REG,H,Clemson,NA,ACC,W,62,54,NA,9,0,W 9,Cameron Indoor Stadium
2005,10,2005-01-05,Wed,REG,H,Princeton,NA,Ivy,W,59,46,NA,10,0,W 10,Cameron Indoor Stadium
2005,11,2005-01-08,Sat,REG,H,Temple,NA,A-10,W,82,74,NA,11,0,W 11,Cameron Indoor Stadium
2005,12,2005-01-13,Thu,REG,A,North Carolina State,NA,ACC,W,86,74,NA,12,0,W 12,RBC Center
2005,13,2005-01-16,Sun,REG,H,Virginia,NA,ACC,W,80,66,NA,13,0,W 13,Cameron Indoor Stadium
2005,14,2005-01-19,Wed,REG,A,Miami,NA,ACC,W,92,83,NA,14,0,W 14,BankUnited Center
2005,15,2005-01-22,Sat,REG,A,Florida State,NA,ACC,W,88,56,NA,15,0,W 15,Donald L. Tucker Center
2005,16,2005-01-26,Wed,REG,H,Maryland,NA,ACC,L,66,75,NA,15,1,L 1,Cameron Indoor Stadium
2005,17,2005-01-30,Sun,REG,H,Virginia Tech,NA,ACC,W,100,65,NA,16,1,W 1,Cameron Indoor Stadium
2005,18,2005-02-02,Wed,REG,A,Wake Forest,7,ACC,L,89,92,NA,16,2,L 1,Lawrence Joel Coliseum
2005,19,2005-02-05,Sat,REG,H,Georgia Tech,25,ACC,W,82,65,NA,17,2,W 1,Cameron Indoor Stadium
2005,20,2005-02-09,Wed,REG,H,North Carolina,2,ACC,W,71,70,NA,18,2,W 2,Cameron Indoor Stadium
2005,21,2005-02-12,Sat,REG,A,Maryland,NA,ACC,L,92,99,OT,18,3,L 1,Comcast Center
2005,22,2005-02-17,Thu,REG,A,Virginia Tech,NA,ACC,L,65,67,NA,18,4,L 2,Cassell Coliseum
2005,23,2005-02-20,Sun,REG,H,Wake Forest,5,ACC,W,102,92,NA,19,4,W 1,Cameron Indoor Stadium
2005,24,2005-02-23,Wed,REG,A,Georgia Tech,NA,ACC,W,60,56,NA,20,4,W 2,Alexander Memorial Coliseum
2005,25,2005-02-26,Sat,REG,A,St. John's,NA,Big East,W,58,47,NA,21,4,W 3,Madison Square Garden (IV)
2005,26,2005-03-03,Thu,REG,H,Miami,NA,ACC,W,83,59,NA,22,4,W 4,Cameron Indoor Stadium
2005,27,2005-03-06,Sun,REG,A,North Carolina,2,ACC,L,73,75,NA,22,5,L 1,Dean Smith Center
2005,28,2005-03-11,Fri,CTOURN,N,Virginia,NA,ACC,W,76,64,NA,23,5,W 1,Verizon Center
2005,29,2005-03-12,Sat,CTOURN,N,North Carolina State,NA,ACC,W,76,69,NA,24,5,W 2,Verizon Center
2005,30,2005-03-13,Sun,CTOURN,N,Georgia Tech,NA,ACC,W,69,64,NA,25,5,W 3,Verizon Center
2005,31,2005-03-18,Fri,NCAA,N,Delaware State,NA,MEAC,W,57,46,NA,26,5,W 4,NA
2005,32,2005-03-20,Sun,NCAA,N,Mississippi State,NA,SEC,W,63,55,NA,27,5,W 5,Bojangles Coliseum
2005,33,2005-03-25,Fri,NCAA,N,Michigan State,15,Big Ten,L,68,78,NA,27,6,L 1,Frank Erwin Center
2006,1,2005-11-14,Mon,REG,H,Boston University,NA,AEC,W,64,47,NA,1,0,W 1,Cameron Indoor Stadium
2006,2,2005-11-16,Wed,REG,H,Seton Hall,NA,Big East,W,93,40,NA,2,0,W 2,Cameron Indoor Stadium
2006,3,2005-11-19,Sat,REG,H,Davidson,NA,Southern,W,84,55,NA,3,0,W 3,Cameron Indoor Stadium
2006,4,2005-11-23,Wed,REG,N,Drexel,NA,CAA,W,78,68,NA,4,0,W 4,Madison Square Garden (IV)
2006,5,2005-11-25,Fri,REG,N,Memphis,11,CUSA,W,70,67,NA,5,0,W 5,Madison Square Garden (IV)
2006,6,2005-11-30,Wed,REG,A,Indiana,17,Big Ten,W,75,67,NA,6,0,W 6,Assembly Hall
2006,7,2005-12-04,Sun,REG,H,Virginia Tech,NA,ACC,W,77,75,NA,7,0,W 7,Cameron Indoor Stadium
2006,8,2005-12-07,Wed,REG,H,Pennsylvania,NA,Ivy,W,72,59,NA,8,0,W 8,Cameron Indoor Stadium
2006,9,2005-12-10,Sat,REG,N,Texas,2,Big 12,W,97,66,NA,9,0,W 9,Izod Center
2006,10,2005-12-18,Sun,REG,H,Valparaiso,NA,Mid-Cont,W,104,77,NA,10,0,W 10,Cameron Indoor Stadium
2006,11,2005-12-21,Wed,REG,H,St. John's,NA,Big East,W,70,57,NA,11,0,W 11,Cameron Indoor Stadium
2006,12,2005-12-31,Sat,REG,N,North Carolina-Greensboro,NA,Southern,W,102,69,NA,12,0,W 12,Greensboro Coliseum
2006,13,2006-01-02,Mon,REG,H,Bucknell,NA,Patriot,W,84,50,NA,13,0,W 13,Cameron Indoor Stadium
2006,14,2006-01-08,Sun,REG,A,Wake Forest,23,ACC,W,82,64,NA,14,0,W 14,Lawrence Joel Coliseum
2006,15,2006-01-11,Wed,REG,H,Maryland,23,ACC,W,76,52,NA,15,0,W 15,Cameron Indoor Stadium
2006,16,2006-01-14,Sat,REG,A,Clemson,NA,ACC,W,87,77,NA,16,0,W 16,Littlejohn Coliseum
2006,17,2006-01-18,Wed,REG,H,North Carolina State,14,ACC,W,81,68,NA,17,0,W 17,Cameron Indoor Stadium
2006,18,2006-01-21,Sat,REG,A,Georgetown,NA,Big East,L,84,87,NA,17,1,L 1,Verizon Center
2006,19,2006-01-26,Thu,REG,A,Virginia Tech,NA,ACC,W,80,67,NA,18,1,W 1,Cassell Coliseum
2006,20,2006-01-28,Sat,REG,H,Virginia,NA,ACC,W,82,63,NA,19,1,W 2,Cameron Indoor Stadium
2006,21,2006-02-01,Wed,REG,A,Boston College,15,ACC,W,83,81,NA,20,1,W 3,Silvio O. Conte Forum
2006,22,2006-02-04,Sat,REG,H,Florida State,NA,ACC,W,97,96,OT,21,1,W 4,Cameron Indoor Stadium
2006,23,2006-02-07,Tue,REG,A,North Carolina,23,ACC,W,87,83,NA,22,1,W 5,Dean Smith Center
2006,24,2006-02-11,Sat,REG,A,Maryland,NA,ACC,W,96,88,NA,23,1,W 6,Comcast Center
2006,25,2006-02-14,Tue,REG,H,Wake Forest,NA,ACC,W,93,70,NA,24,1,W 7,Cameron Indoor Stadium
2006,26,2006-02-19,Sun,REG,H,Miami,NA,ACC,W,92,71,NA,25,1,W 8,Cameron Indoor Stadium
2006,27,2006-02-22,Wed,REG,A,Georgia Tech,NA,ACC,W,73,66,NA,26,1,W 9,Alexander Memorial Coliseum
2006,28,2006-02-25,Sat,REG,N,Temple,NA,A-10,W,74,66,NA,27,1,W 10,Wells Fargo Center
2006,29,2006-03-01,Wed,REG,A,Florida State,NA,ACC,L,74,79,NA,27,2,L 1,Donald L. Tucker Center
2006,30,2006-03-04,Sat,REG,H,North Carolina,13,ACC,L,76,83,NA,27,3,L 2,Cameron Indoor Stadium
2006,31,2006-03-10,Fri,CTOURN,N,Miami,NA,ACC,W,80,76,NA,28,3,W 1,Greensboro Coliseum
2006,32,2006-03-11,Sat,CTOURN,N,Wake Forest,NA,ACC,W,78,66,NA,29,3,W 2,Greensboro Coliseum
2006,33,2006-03-12,Sun,CTOURN,N,Boston College,11,ACC,W,78,76,NA,30,3,W 3,Greensboro Coliseum
2006,34,2006-03-16,Thu,NCAA,N,Southern,NA,SWAC,W,70,54,NA,31,3,W 4,Greensboro Coliseum
2006,35,2006-03-18,Sat,NCAA,N,George Washington,14,A-10,W,74,61,NA,32,3,W 5,Greensboro Coliseum
2006,36,2006-03-23,Thu,NCAA,N,Louisiana State,19,SEC,L,54,62,NA,32,4,L 1,Georgia Dome
2007,1,2006-11-12,Sun,REG,H,Columbia,NA,Ivy,W,86,43,NA,1,0,W 1,Cameron Indoor Stadium
2007,2,2006-11-13,Mon,REG,H,Georgia Southern,NA,Southern,W,72,48,NA,2,0,W 2,Cameron Indoor Stadium
2007,3,2006-11-16,Thu,REG,H,North Carolina-Greensboro,NA,Southern,W,75,48,NA,3,0,W 3,Cameron Indoor Stadium
2007,4,2006-11-20,Mon,REG,N,Air Force,NA,MWC,W,71,56,NA,4,0,W 4,Municipal Auditorium
2007,5,2006-11-21,Tue,REG,N,Marquette,13,Big East,L,62,73,NA,4,1,L 1,Municipal Auditorium
2007,6,2006-11-25,Sat,REG,H,Davidson,NA,Southern,W,75,47,NA,5,1,W 1,Cameron Indoor Stadium
2007,7,2006-11-28,Tue,REG,H,Indiana,NA,Big Ten,W,54,51,NA,6,1,W 2,Cameron Indoor Stadium
2007,8,2006-12-02,Sat,REG,H,Georgetown,18,Big East,W,61,52,NA,7,1,W 3,Cameron Indoor Stadium
2007,9,2006-12-06,Wed,REG,H,Holy Cross,NA,Patriot,W,57,45,NA,8,1,W 4,Cameron Indoor Stadium
2007,10,2006-12-09,Sat,REG,H,George Mason,NA,CAA,W,69,53,NA,9,1,W 5,Cameron Indoor Stadium
2007,11,2006-12-19,Tue,REG,H,Kent State,NA,MAC,W,79,72,NA,10,1,W 6,Cameron Indoor Stadium
2007,12,2006-12-21,Thu,REG,N,Gonzaga,22,WCC,W,61,54,NA,11,1,W 7,Madison Square Garden (IV)
2007,13,2006-12-31,Sun,REG,H,San Jose State,NA,WAC,W,70,51,NA,12,1,W 8,Cameron Indoor Stadium
2007,14,2007-01-02,Tue,REG,H,Temple,NA,A-10,W,73,55,NA,13,1,W 9,Cameron Indoor Stadium
2007,15,2007-01-06,Sat,REG,H,Virginia Tech,NA,ACC,L,67,69,OT,13,2,L 1,Cameron Indoor Stadium
2007,16,2007-01-10,Wed,REG,A,Georgia Tech,NA,ACC,L,63,74,NA,13,3,L 2,Alexander Memorial Coliseum
2007,17,2007-01-14,Sun,REG,A,Miami,NA,ACC,W,85,63,NA,14,3,W 1,BankUnited Center
2007,18,2007-01-18,Thu,REG,H,Wake Forest,NA,ACC,W,62,40,NA,15,3,W 2,Cameron Indoor Stadium
2007,19,2007-01-20,Sat,REG,A,North Carolina State,NA,ACC,W,79,56,NA,16,3,W 3,RBC Center
2007,20,2007-01-25,Thu,REG,H,Clemson,19,ACC,W,68,66,NA,17,3,W 4,Cameron Indoor Stadium
2007,21,2007-01-28,Sun,REG,H,Boston College,NA,ACC,W,75,61,NA,18,3,W 5,Cameron Indoor Stadium
2007,22,2007-02-01,Thu,REG,A,Virginia,NA,ACC,L,66,68,OT,18,4,L 1,John Paul Jones Arena
2007,23,2007-02-04,Sun,REG,H,Florida State,NA,ACC,L,67,68,NA,18,5,L 2,Cameron Indoor Stadium
2007,24,2007-02-07,Wed,REG,H,North Carolina,5,ACC,L,73,79,NA,18,6,L 3,Cameron Indoor Stadium
2007,25,2007-02-11,Sun,REG,A,Maryland,NA,ACC,L,60,72,NA,18,7,L 4,Comcast Center
2007,26,2007-02-14,Wed,REG,A,Boston College,21,ACC,W,78,70,NA,19,7,W 1,Silvio O. Conte Forum
2007,27,2007-02-18,Sun,REG,H,Georgia Tech,NA,ACC,W,71,62,NA,20,7,W 2,Cameron Indoor Stadium
2007,28,2007-02-22,Thu,REG,A,Clemson,NA,ACC,W,71,66,NA,21,7,W 3,Littlejohn Coliseum
2007,29,2007-02-25,Sun,REG,A,St. John's,NA,Big East,W,67,50,NA,22,7,W 4,Madison Square Garden (IV)
2007,30,2007-02-28,Wed,REG,H,Maryland,24,ACC,L,77,85,NA,22,8,L 1,Cameron Indoor Stadium
2007,31,2007-03-04,Sun,REG,A,North Carolina,8,ACC,L,72,86,NA,22,9,L 2,Dean Smith Center
2007,32,2007-03-08,Thu,CTOURN,N,North Carolina State,NA,ACC,L,80,85,OT,22,10,L 3,St. Pete Times Forum
2007,33,2007-03-15,Thu,NCAA,N,Virginia Commonwealth,NA,CAA,L,77,79,NA,22,11,L 4,HSBC Arena
2008,1,2007-11-09,Fri,REG,H,North Carolina Central,NA,Ind,W,121,56,NA,1,0,W 1,Cameron Indoor Stadium
2008,2,2007-11-12,Mon,REG,H,New Mexico State,NA,WAC,W,86,61,NA,2,0,W 2,Cameron Indoor Stadium
2008,3,2007-11-19,Mon,REG,N,Princeton,NA,Ivy,W,83,61,NA,3,0,W 3,Lahaina Civic Center
2008,4,2007-11-20,Tue,REG,N,Illinois,NA,Big Ten,W,79,66,NA,4,0,W 4,Lahaina Civic Center
2008,5,2007-11-21,Wed,REG,N,Marquette,11,Big East,W,77,73,NA,5,0,W 5,Lahaina Civic Center
2008,6,2007-11-25,Sun,REG,H,Eastern Kentucky,NA,OVC,W,78,43,NA,6,0,W 6,Cameron Indoor Stadium
2008,7,2007-11-27,Tue,REG,H,Wisconsin,20,Big Ten,W,82,58,NA,7,0,W 7,Cameron Indoor Stadium
2008,8,2007-12-01,Sat,REG,N,Davidson,NA,Southern,W,79,73,NA,8,0,W 8,Times Warner Cable Arena
2008,9,2007-12-08,Sat,REG,H,Michigan,NA,Big Ten,W,95,67,NA,9,0,W 9,Cameron Indoor Stadium
2008,10,2007-12-17,Mon,REG,H,Albany,NA,AEC,W,111,70,NA,10,0,W 10,Cameron Indoor Stadium
2008,11,2007-12-20,Thu,REG,N,Pittsburgh,11,Big East,L,64,65,OT,10,1,L 1,Madison Square Garden (IV)
2008,12,2008-01-06,Sun,REG,H,Cornell,NA,Ivy,W,81,67,NA,11,1,W 1,Cameron Indoor Stadium
2008,13,2008-01-09,Wed,REG,N,Temple,NA,A-10,W,74,64,NA,12,1,W 2,Wells Fargo Center
2008,14,2008-01-13,Sun,REG,H,Virginia,NA,ACC,W,87,65,NA,13,1,W 3,Cameron Indoor Stadium
2008,15,2008-01-16,Wed,REG,A,Florida State,NA,ACC,W,70,57,NA,14,1,W 4,Donald L. Tucker Center
2008,16,2008-01-19,Sat,REG,H,Clemson,24,ACC,W,93,80,NA,15,1,W 5,Cameron Indoor Stadium
2008,17,2008-01-24,Thu,REG,A,Virginia Tech,NA,ACC,W,81,64,NA,16,1,W 6,Cassell Coliseum
2008,18,2008-01-27,Sun,REG,A,Maryland,NA,ACC,W,93,84,NA,17,1,W 7,Comcast Center
2008,19,2008-01-31,Thu,REG,H,North Carolina State,NA,ACC,W,92,72,NA,18,1,W 8,Cameron Indoor Stadium
2008,20,2008-02-02,Sat,REG,H,Miami,NA,ACC,W,88,73,NA,19,1,W 9,Cameron Indoor Stadium
2008,21,2008-02-06,Wed,REG,A,North Carolina,3,ACC,W,89,78,NA,20,1,W 10,Dean Smith Center
2008,22,2008-02-09,Sat,REG,H,Boston College,NA,ACC,W,90,80,NA,21,1,W 11,Cameron Indoor Stadium
2008,23,2008-02-13,Wed,REG,H,Maryland,NA,ACC,W,77,65,NA,22,1,W 12,Cameron Indoor Stadium
2008,24,2008-02-17,Sun,REG,A,Wake Forest,NA,ACC,L,73,86,NA,22,2,L 1,Lawrence Joel Coliseum
2008,25,2008-02-20,Wed,REG,A,Miami,NA,ACC,L,95,96,NA,22,3,L 2,BankUnited Center
2008,26,2008-02-23,Sat,REG,H,St. John's,NA,Big East,W,86,56,NA,23,3,W 1,Cameron Indoor Stadium
2008,27,2008-02-27,Wed,REG,H,Georgia Tech,NA,ACC,W,71,58,NA,24,3,W 2,Cameron Indoor Stadium
2008,28,2008-03-01,Sat,REG,A,North Carolina State,NA,ACC,W,87,86,NA,25,3,W 3,RBC Center
2008,29,2008-03-05,Wed,REG,A,Virginia,NA,ACC,W,86,70,NA,26,3,W 4,John Paul Jones Arena
2008,30,2008-03-08,Sat,REG,H,North Carolina,1,ACC,L,68,76,NA,26,4,L 1,Cameron Indoor Stadium
2008,31,2008-03-14,Fri,CTOURN,N,Georgia Tech,NA,ACC,W,82,70,NA,27,4,W 1,Times Warner Cable Arena
2008,32,2008-03-15,Sat,CTOURN,N,Clemson,NA,ACC,L,74,78,NA,27,5,L 1,Times Warner Cable Arena
2008,33,2008-03-20,Thu,NCAA,N,Belmont,NA,A-Sun,W,71,70,NA,28,5,W 1,NA
2008,34,2008-03-22,Sat,NCAA,N,West Virginia,NA,Big East,L,67,73,NA,28,6,L 1,Verizon Center
2009,1,2008-11-10,Mon,REG,H,Presbyterian,NA,Big South,W,80,49,NA,1,0,W 1,Cameron Indoor Stadium
2009,2,2008-11-11,Tue,REG,H,Georgia Southern,NA,Southern,W,97,54,NA,2,0,W 2,Cameron Indoor Stadium
2009,3,2008-11-16,Sun,REG,H,Rhode Island,NA,A-10,W,82,79,NA,3,0,W 3,Cameron Indoor Stadium
2009,4,2008-11-20,Thu,REG,N,Southern Illinois,NA,MVC,W,83,58,NA,4,0,W 4,Madison Square Garden (IV)
2009,5,2008-11-21,Fri,REG,N,Michigan,NA,Big Ten,W,71,56,NA,5,0,W 5,Madison Square Garden (IV)
2009,6,2008-11-23,Sun,REG,H,Montana,NA,Big Sky,W,78,58,NA,6,0,W 6,Cameron Indoor Stadium
2009,7,2008-11-28,Fri,REG,H,Duquesne,NA,A-10,W,95,72,NA,7,0,W 7,Cameron Indoor Stadium
2009,8,2008-12-02,Tue,REG,A,Purdue,9,Big Ten,W,76,60,NA,8,0,W 8,Mackey Arena
2009,9,2008-12-06,Sat,REG,A,Michigan,NA,Big Ten,L,73,81,NA,8,1,L 1,Crisler Arena
2009,10,2008-12-17,Wed,REG,H,North Carolina-Asheville,NA,Big South,W,99,56,NA,9,1,W 1,Cameron Indoor Stadium
2009,11,2008-12-20,Sat,REG,N,Xavier,7,A-10,W,82,64,NA,10,1,W 2,Izod Center
2009,12,2008-12-31,Wed,REG,H,Loyola,NA,MAAC,W,92,51,NA,11,1,W 3,Cameron Indoor Stadium
2009,13,2009-01-04,Sun,REG,H,Virginia Tech,NA,ACC,W,69,44,NA,12,1,W 4,Cameron Indoor Stadium
2009,14,2009-01-07,Wed,REG,H,Davidson,NA,Southern,W,79,67,NA,13,1,W 5,Cameron Indoor Stadium
2009,15,2009-01-10,Sat,REG,A,Florida State,NA,ACC,W,66,58,NA,14,1,W 6,Donald L. Tucker Center
2009,16,2009-01-14,Wed,REG,A,Georgia Tech,NA,ACC,W,70,56,NA,15,1,W 7,Alexander Memorial Coliseum
2009,17,2009-01-17,Sat,REG,H,Georgetown,13,Big East,W,76,67,NA,16,1,W 8,Cameron Indoor Stadium
2009,18,2009-01-20,Tue,REG,H,North Carolina State,NA,ACC,W,73,56,NA,17,1,W 9,Cameron Indoor Stadium
2009,19,2009-01-24,Sat,REG,H,Maryland,NA,ACC,W,85,44,NA,18,1,W 10,Cameron Indoor Stadium
2009,20,2009-01-28,Wed,REG,A,Wake Forest,6,ACC,L,68,70,NA,18,2,L 1,Lawrence Joel Coliseum
2009,21,2009-02-01,Sun,REG,H,Virginia,NA,ACC,W,79,54,NA,19,2,W 1,Cameron Indoor Stadium
2009,22,2009-02-04,Wed,REG,A,Clemson,10,ACC,L,47,74,NA,19,3,L 1,Littlejohn Coliseum
2009,23,2009-02-07,Sat,REG,H,Miami,NA,ACC,W,78,75,OT,20,3,W 1,Cameron Indoor Stadium
2009,24,2009-02-11,Wed,REG,H,North Carolina,3,ACC,L,87,101,NA,20,4,L 1,Cameron Indoor Stadium
2009,25,2009-02-15,Sun,REG,A,Boston College,NA,ACC,L,74,80,NA,20,5,L 2,Silvio O. Conte Forum
2009,26,2009-02-19,Thu,REG,A,St. John's,NA,Big East,W,76,69,NA,21,5,W 1,Madison Square Garden (IV)
2009,27,2009-02-22,Sun,REG,H,Wake Forest,8,ACC,W,101,91,NA,22,5,W 2,Cameron Indoor Stadium
2009,28,2009-02-25,Wed,REG,A,Maryland,NA,ACC,W,78,67,NA,23,5,W 3,Comcast Center
2009,29,2009-02-28,Sat,REG,A,Virginia Tech,NA,ACC,W,72,65,NA,24,5,W 4,Cassell Coliseum
2009,30,2009-03-03,Tue,REG,H,Florida State,24,ACC,W,84,81,NA,25,5,W 5,Cameron Indoor Stadium
2009,31,2009-03-08,Sun,REG,A,North Carolina,2,ACC,L,71,79,NA,25,6,L 1,Dean Smith Center
2009,32,2009-03-13,Fri,CTOURN,N,Boston College,NA,ACC,W,66,65,NA,26,6,W 1,Georgia Dome
2009,33,2009-03-14,Sat,CTOURN,N,Maryland,NA,ACC,W,67,61,NA,27,6,W 2,Georgia Dome
2009,34,2009-03-15,Sun,CTOURN,N,Florida State,22,ACC,W,79,69,NA,28,6,W 3,Georgia Dome
2009,35,2009-03-19,Thu,NCAA,N,Binghamton,NA,AEC,W,86,62,NA,29,6,W 4,NA
2009,36,2009-03-21,Sat,NCAA,N,Texas,NA,Big 12,W,74,69,NA,30,6,W 5,Greensboro Coliseum
